,lon,timestamp,id,changeset,version,tags,lat,addr:city,addr:country,addr:housenumber,addr:housename,addr:postcode,addr:place,addr:street,email,name,opening_hours,operator,phone,ref,website,amenity,atm,building,drinking_water,internet_access,office,parking,source,start_date,wikipedia,geometry,osm_type,url,building:levels,fountain,landuse,social_facility,university,poi_type
0,100.517166,0,268242833,0.0,0,,13.7553625,,,,,,,,,,,,,,,marketplace,,,,,,,,,,POINT (100.5171661376953 13.75536251068115),node,,,,,,,marketplace
1,100.56373,0,280389453,0.0,0,"{""created_by"":""Potlatch 0.10""}",13.7281685,,,,,,,,,Australian International School,,,,,,school,,,,,,,,,,POINT (100.5637283325195 13.72816848754883),node,,,,,,,school
2,100.553474,0,304905251,0.0,0,"{""name:en"":""Nana Post Office""}",13.741728,,,,,,,,,,,,,,,post_office,,,,,,,,,,POINT (100.5534744262695 13.74172782897949),node,,,,,,,post_office
3,100.53635,0,311073645,0.0,0,,13.727388,,,,,,,,,,,,,,,atm,,,,,,,,,,POINT (100.5363464355469 13.72738838195801),node,,,,,,,atm
4,100.496056,0,330412272,0.0,0,,13.648245,Thung Kru,,194-196-198,,10140,,Pracha Uthit,,Bangkok Bank,,,+662-872-6955,,,bank,yes,,,,,,www.bangkokbank.com/BangkokBank/WebServices/LocateUs/Pages/Default.aspx,,,POINT (100.4960556030273 13.64824485778809),node,,,,,,,bank
5,100.52197,0,340022397,0.0,0,,13.719226,,,,,,,,,,,,,,,post_box,,,,,,,,,,POINT (100.52197265625 13.71922588348389),node,,,,,,,post_box
6,100.73164,0,346246568,0.0,0,"{""name:en"":""Min Buri District Office"",""name:th"":""\u0E2A\u0E33\u0E19\u0E31\u0E01\u0E07\u0E32\u0E19\u0E40\u0E02\u0E15\u0E21\u0E35\u0E19\u0E1A\u0E38\u0E23\u0E35""}",13.813794,,,,,,,,,สำนักงานเขตมีนบุรี,,,,,,townhall,,,,,,,,,,POINT (100.7316436767578 13.81379413604736),node,,,,,,,townhall
7,100.52367,0,358889915,0.0,0,"{""name:en"":""Bang Rak District Office"",""name:th"":""\u0E2A\u0E33\u0E19\u0E31\u0E01\u0E07\u0E32\u0E19\u0E40\u0E02\u0E15\u0E1A\u0E32\u0E07\u0E23\u0E31\u0E01""}",13.730662,,,,,,,,,สำนักงานเขตบางรัก,,,,,,townhall,,,,,,,,,,POINT (100.5236663818359 13.73066234588623),node,,,,,,,townhall
8,100.52046,0,358893193,0.0,0,"{""name:en"":""Dusit District Office"",""name:th"":""\u0E2A\u0E33\u0E19\u0E31\u0E01\u0E07\u0E32\u0E19\u0E40\u0E02\u0E15\u0E14\u0E38\u0E2A\u0E34\u0E15""}",13.776972,,,,,,,,,สำนักงานเขตดุสิต,,,,,,townhall,,,,,,,,,,POINT (100.5204620361328 13.7769718170166),node,,,,,,,townhall
9,100.54272,0,358894958,0.0,0,"{""name:en"":""Phaya Thai District Office"",""name:th"":""\u0E2A\u0E33\u0E19\u0E31\u0E01\u0E07\u0E32\u0E19\u0E40\u0E02\u0E15\u0E1E\u0E0D\u0E32\u0E44\u0E17""}",13.779823,,,,,,,,,สำนักงานเขตพญาไท,,,,,,townhall,,,,,,,,,,POINT (100.5427169799805 13.77982330322266),node,,,,,,,townhall
10,100.53435,0,359035706,0.0,0,"{""name:en"":""Ratchathewi District Office"",""name:th"":""\u0E2A\u0E33\u0E19\u0E31\u0E01\u0E07\u0E32\u0E19\u0E40\u0E02\u0E15\u0E23\u0E32\u0E0A\u0E40\u0E17\u0E27\u0E35""}",13.75903,,,,,,,,,สำนักงานเขตราชเทวี,,,,,,townhall,,,,,,,,,,POINT (100.5343475341797 13.75903034210205),node,,,,,,,townhall
11,100.5138,0,359036343,0.0,0,"{""name:en"":""Samphanthawong District Office"",""name:th"":""\u0E2A\u0E33\u0E19\u0E31\u0E01\u0E07\u0E32\u0E19\u0E40\u0E02\u0E15\u0E2A\u0E31\u0E21\u0E1E\u0E31\u0E19\u0E18\u0E27\u0E07\u0E28\u0E4C""}",13.731573,,,,,,,,,สำนักงานเขตสัมพันธวงศ์,,,,,,townhall,,,,,,,,,,POINT (100.513801574707 13.7315731048584),node,,,,,,,townhall
12,100.51314,0,359036660,0.0,0,"{""name:en"":""Pom Prap Sattru Phai District Office"",""name:th"":""\u0E2A\u0E33\u0E19\u0E31\u0E01\u0E07\u0E32\u0E19\u0E40\u0E02\u0E15\u0E1B\u0E49\u0E2D\u0E21\u0E1B\u0E23\u0E32\u0E1A\u0E28\u0E31\u0E15\u0E23\u0E39\u0E1E\u0E48\u0E32\u0E22""}",13.758176,,,,,,,,,สำนักงานเขตป้อมปราบศัตรูพ่าย,,,,,,townhall,,,,,,,,,,POINT (100.5131378173828 13.75817584991455),node,,,,,,,townhall
13,100.57912,0,359917032,0.0,0,"{""name:en"":""Lak Si District Office"",""name:th"":""\u0E2A\u0E33\u0E19\u0E31\u0E01\u0E07\u0E32\u0E19\u0E40\u0E02\u0E15\u0E2B\u0E25\u0E31\u0E01\u0E2A\u0E35\u0E48""}",13.88737,,,,,,,,,สำนักงานเขตหลักสี่,,,,,,townhall,,,,,,,,,,POINT (100.5791168212891 13.88737010955811),node,,,,,,,townhall
14,100.55994,0,359917252,0.0,0,"{""name:en"":""Chatuchak District Office"",""name:th"":""\u0E2A\u0E33\u0E19\u0E31\u0E01\u0E07\u0E32\u0E19\u0E40\u0E02\u0E15\u0E08\u0E15\u0E38\u0E08\u0E31\u0E01\u0E23""}",13.828777,,,,,,,,,สำนักงานเขตจตุจักร,,,,,,townhall,,,,,,,,,,POINT (100.5599365234375 13.82877731323242),node,,,,,,,townhall
15,100.53737,0,359917389,0.0,0,"{""name:en"":""Bang Sue District Office"",""name:th"":""\u0E2A\u0E33\u0E19\u0E31\u0E01\u0E07\u0E32\u0E19\u0E40\u0E02\u0E15\u0E1A\u0E32\u0E07\u0E0B\u0E37\u0E48\u0E2D""}",13.809666,,,,,,,,,สำนักงานเขตบางซื่อ,,,,,,townhall,,,,,,,,,,POINT (100.5373687744141 13.80966567993164),node,,,,,,,townhall
16,100.59486,0,359938753,0.0,0,"{""name:en"":""Don Mueang District Office"",""name:th"":""\u0E2A\u0E33\u0E19\u0E31\u0E01\u0E07\u0E32\u0E19\u0E40\u0E02\u0E15\u0E14\u0E2D\u0E19\u0E40\u0E21\u0E37\u0E2D\u0E07""}",13.910254,,,,,,,,,สำนักงานเขตดอนเมือง,,,,,,townhall,,,,,,,,,,POINT (100.594856262207 13.91025352478027),node,,,,,,,townhall
17,100.69472,0,374107065,0.0,0,"{""name:en"":""Prawet District Office"",""name:th"":""\u0E2A\u0E33\u0E19\u0E31\u0E01\u0E07\u0E32\u0E19\u0E40\u0E02\u0E15\u0E1B\u0E23\u0E30\u0E40\u0E27\u0E28""}",13.717059,,,,,,,,,สำนักงานเขตประเวศ,,,,,,townhall,,,,,,,,,,POINT (100.6947174072266 13.71705913543701),node,,,,,,,townhall
18,100.78393,0,374113072,0.0,0,"{""name:en"":""Lat Krabang District Office"",""name:th"":""\u0E2A\u0E33\u0E19\u0E31\u0E01\u0E07\u0E32\u0E19\u0E40\u0E02\u0E15\u0E25\u0E32\u0E14\u0E01\u0E23\u0E30\u0E1A\u0E31\u0E07""}",13.723447,,,,,,,,,สำนักงานเขตลาดกระบัง,,,,,,townhall,,,,,,,,,,POINT (100.7839279174805 13.7234468460083),node,,,,,,,townhall
19,100.68574,0,374125572,0.0,0,"{""name:en"":""Saphan Sung District Office"",""name:th"":""\u0E2A\u0E33\u0E19\u0E31\u0E01\u0E07\u0E32\u0E19\u0E40\u0E02\u0E15\u0E2A\u0E30\u0E1E\u0E32\u0E19\u0E2A\u0E39\u0E07""}",13.768861,,,,,,,,,สำนักงานเขตสะพานสูง,,,,,,townhall,,,,,,,,,,POINT (100.6857376098633 13.76886081695557),node,,,,,,,townhall
20,100.68271,0,374131581,0.0,0,"{""name:en"":""Khan Na Yao District Office"",""name:th"":""\u0E2A\u0E33\u0E19\u0E31\u0E01\u0E07\u0E32\u0E19\u0E40\u0E02\u0E15\u0E04\u0E31\u0E19\u0E19\u0E32\u0E22\u0E32\u0E27""}",13.799408,,,,,,,,,สำนักงานเขตคันนายาว,,,,,,townhall,,,,,,,,,,POINT (100.6827087402344 13.79940795898438),node,,,,,,,townhall
21,100.59604,0,374136756,0.0,0,"{""name:en"":""Bang Khen District Office"",""name:th"":""\u0E2A\u0E33\u0E19\u0E31\u0E01\u0E07\u0E32\u0E19\u0E40\u0E02\u0E15\u0E1A\u0E32\u0E07\u0E40\u0E02\u0E19""}",13.873388,,,,,,,,,สำนักงานเขตบางเขน,,,,,,townhall,,,,,,,,,,POINT (100.5960388183594 13.87338829040527),node,,,,,,,townhall
22,100.66077,0,374141874,0.0,0,"{""name:en"":""Sai Mai District Office"",""name:th"":""\u0E2A\u0E33\u0E19\u0E31\u0E01\u0E07\u0E32\u0E19\u0E40\u0E02\u0E15\u0E2A\u0E32\u0E22\u0E44\u0E2B\u0E21""}",13.89521,,,,,,,,,สำนักงานเขตสายไหม,,,,,,townhall,,,,,,,,,,POINT (100.6607666015625 13.89521026611328),node,,,,,,,townhall
23,100.64193,0,374149040,0.0,0,"{""name:en"":""Bang Na District Office"",""name:th"":""\u0E2A\u0E33\u0E19\u0E31\u0E01\u0E07\u0E32\u0E19\u0E40\u0E02\u0E15\u0E1A\u0E32\u0E07\u0E19\u0E32""}",13.667536,,,,,,,,,สำนักงานเขตบางนา,,,,,,townhall,,,,,,,,,,POINT (100.6419296264648 13.66753578186035),node,,,,,,,townhall
24,100.60177,0,374151115,0.0,0,"{""name:en"":""Phra Khanong District Office"",""name:th"":""\u0E2A\u0E33\u0E19\u0E31\u0E01\u0E07\u0E32\u0E19\u0E40\u0E02\u0E15\u0E1E\u0E23\u0E30\u0E42\u0E02\u0E19\u0E07""}",13.702093,,,,,,,,,สำนักงานเขตพระโขนง,,,,,,townhall,,,,,,,,,,POINT (100.6017684936523 13.70209312438965),node,,,,,,,townhall
25,100.65151,0,374157456,0.0,0,"{""name:en"":""Suan Luang District Office"",""name:th"":""\u0E2A\u0E33\u0E19\u0E31\u0E01\u0E07\u0E32\u0E19\u0E40\u0E02\u0E15\u0E2A\u0E27\u0E19\u0E2B\u0E25\u0E27\u0E07""}",13.730382,,,,,,,,,สำนักงานเขตสวนหลวง,,,,,,townhall,,,,,,,,,,POINT (100.6515121459961 13.73038196563721),node,,,,,,,townhall
26,100.64769,0,374159601,0.0,0,"{""name:en"":""Bang Kapi District Office"",""name:th"":""\u0E2A\u0E33\u0E19\u0E31\u0E01\u0E07\u0E32\u0E19\u0E40\u0E02\u0E15\u0E1A\u0E32\u0E07\u0E01\u0E30\u0E1B\u0E34""}",13.765588,,,,,,,,,สำนักงานเขตบางกะปิ,,,,,,townhall,,,,,,,,,,POINT (100.6476898193359 13.76558780670166),node,,,,,,,townhall
27,100.669525,0,374162490,0.0,0,"{""name:en"":""Bueng Kum District Office"",""name:th"":""\u0E2A\u0E33\u0E19\u0E31\u0E01\u0E07\u0E32\u0E19\u0E40\u0E02\u0E15\u0E1A\u0E36\u0E07\u0E01\u0E38\u0E48\u0E21""}",13.785423,,,,,,,,,สำนักงานเขตบึงกุ่ม,,,,,,townhall,,,,,,,,,,POINT (100.6695251464844 13.78542327880859),node,,,,,,,townhall
28,100.61503,0,374165019,0.0,0,"{""name:en"":""Wang Thonglang District Office"",""name:th"":""\u0E2A\u0E33\u0E19\u0E31\u0E01\u0E07\u0E32\u0E19\u0E40\u0E02\u0E15\u0E27\u0E31\u0E07\u0E17\u0E2D\u0E07\u0E2B\u0E25\u0E32\u0E07""}",13.783611,,,,,,,,,สำนักงานเขตวังทองหลาง,,,,,,townhall,,,,,,,,,,POINT (100.6150283813477 13.78361129760742),node,,,,,,,townhall
29,100.60762,0,374167805,0.0,0,"{""name:en"":""Lat Phrao District Office"",""name:th"":""\u0E2A\u0E33\u0E19\u0E31\u0E01\u0E07\u0E32\u0E19\u0E40\u0E02\u0E15\u0E25\u0E32\u0E14\u0E1E\u0E23\u0E49\u0E32\u0E27""}",13.803524,,,,,,,,,สำนักงานเขตลาดพร้าว,,,,,,townhall,,,,,,,,,,POINT (100.6076202392578 13.80352401733398),node,,,,,,,townhall
30,100.43529,0,374176278,0.0,0,"{""name:en"":""Bang Khun Thian District Office"",""name:th"":""\u0E2A\u0E33\u0E19\u0E31\u0E01\u0E07\u0E32\u0E19\u0E40\u0E02\u0E15\u0E1A\u0E32\u0E07\u0E02\u0E38\u0E19\u0E40\u0E17\u0E35\u0E22\u0E19""}",13.660945,,,,,,,,,สำนักงานเขตบางขุนเทียน,,,,,,townhall,,,,,,,,,,POINT (100.4352874755859 13.66094493865967),node,,,,,,,townhall
31,100.368744,0,374181789,0.0,0,"{""name:en"":""Bang Bon District Office"",""name:th"":""\u0E2A\u0E33\u0E19\u0E31\u0E01\u0E07\u0E32\u0E19\u0E40\u0E02\u0E15\u0E1A\u0E32\u0E07\u0E1A\u0E2D\u0E19""}",13.634036,,,,,,,,,สำนักงานเขตบางบอน,,,,,,townhall,,,,,,,,,,POINT (100.3687438964844 13.63403606414795),node,,,,,,,townhall
32,100.353455,0,374187492,0.0,0,"{""fax"":""0 2441 4734"",""name:en"":""Thawi Watthana District Office"",""name:th"":""\u0E2A\u0E33\u0E19\u0E31\u0E01\u0E07\u0E32\u0E19\u0E40\u0E02\u0E15\u0E17\u0E27\u0E35\u0E27\u0E31\u0E12\u0E19\u0E32""}",13.772957,,,,,,,,,สำนักงานเขตทวีวัฒนา,,,0 2441 4973-84,,http://www.bangkok.go.th/thawiwatthana/index,townhall,,,,,,,,,,POINT (100.3534545898438 13.77295684814453),node,,,,,,,townhall
33,100.45632,0,374199084,0.0,0,"{""name:en"":""Taling Chan District Office"",""name:th"":""\u0E2A\u0E33\u0E19\u0E31\u0E01\u0E07\u0E32\u0E19\u0E40\u0E02\u0E15\u0E15\u0E25\u0E34\u0E48\u0E07\u0E0A\u0E31\u0E19""}",13.776946,,,,,,,,,สำนักงานเขตตลิ่งชัน,,,,,,townhall,,,,,,,,,,POINT (100.4563217163086 13.77694606781006),node,,,,,,,townhall
34,100.437,0,374217209,0.0,0,"{""name:en"":""Phasi Charoen District Office"",""name:th"":""\u0E2A\u0E33\u0E19\u0E31\u0E01\u0E07\u0E32\u0E19\u0E40\u0E02\u0E15\u0E20\u0E32\u0E29\u0E35\u0E40\u0E08\u0E23\u0E34\u0E0D""}",13.714713,,,,,,,,,สำนักงานเขตภาษีเจริญ,,,,,,townhall,,,,,,,,,,POINT (100.4369964599609 13.71471309661865),node,,,,,,,townhall
35,100.48422,0,374221035,0.0,0,"{""name:en"":""Chom Thong District Office"",""name:th"":""\u0E2A\u0E33\u0E19\u0E31\u0E01\u0E07\u0E32\u0E19\u0E40\u0E02\u0E15\u0E08\u0E2D\u0E21\u0E17\u0E2D\u0E07""}",13.677421,,,,,,,,,สำนักงานเขตจอมทอง,,,,,,townhall,,,,,,,,,,POINT (100.4842224121094 13.6774206161499),node,,,,,,,townhall
